,time,BTC-USD,MA
2025-07-10 07:03:58,0.2665658436213992,111269.6723,110414.1354
2025-07-10 08:01:00,0.2670059156378601,111255.2785,110522.769545
2025-07-10 09:03:34,0.267488683127572,111277.7201,110615.00185
2025-07-10 10:00:49,0.2679304269547325,111096.6967,110699.027355
2025-07-10 11:03:28,0.2684138374485597,111016.4978,110807.68856
2025-07-10 12:03:53,0.2688800154320988,111039.241,110906.176685
2025-07-10 13:03:52,0.26934284979423867,110873.0311,110979.42709000001
2025-07-10 14:04:08,0.26980787037037035,110789.3125,111061.22133000001
2025-07-10 15:03:19,0.2702645318930041,111231.8599,111145.80883499999
2025-07-10 16:03:31,0.27072903806584364,111397.9337,111128.62992500002
2025-07-10 17:03:50,0.27119444444444446,112668.5431,111224.4746
2025-07-10 18:03:34,0.27165534979423867,113803.5794,111366.21937000002
2025-07-10 19:03:51,0.2721204989711934,113319.8814,111462.94431
2025-07-10 20:03:11,0.27257831790123455,113345.5626,111564.76302
2025-07-10 21:02:24,0.2730352366255144,113564.7645,111692.62937000001
2025-07-10 22:03:21,0.27350552983539095,116462.0667,111951.35568
2025-07-10 23:03:49,0.2739720936213992,116061.0328,112191.706845
2025-07-11 00:03:28,0.2744323559670782,115945.9731,112434.462115
2025-07-11 01:02:45,0.2748897890946502,115547.7142,112653.494395
2025-07-11 02:03:25,0.27535789609053496,115956.7452,112896.15533000001
2025-07-11 03:02:30,0.2758137860082305,116690.4881,113167.19611999998
2025-07-11 04:03:13,0.27628227880658435,116818.0496,113445.33467499998
2025-07-11 05:03:44,0.2767492283950617,116906.8352,113726.79043000001
2025-07-11 06:03:44,0.2772121913580247,118004.1499,114072.16309
2025-07-11 07:04:11,0.27767862654320985,117680.6182,114405.36911
2025-07-11 08:03:40,0.2781376028806584,117699.2704,114738.37058000002
2025-07-11 09:03:22,0.2785982510288066,118007.6038,115095.09921499998
2025-07-11 10:03:58,0.2790658436213992,118502.4306,115480.75511999999
2025-07-11 11:02:37,0.27951838991769545,118076.1375,115822.969
2025-07-11 12:04:19,0.27999447016460904,117859.4975,116146.04719
2025-07-11 13:03:50,0.2804537037037037,117848.0411,116405.02209000001
2025-07-11 14:03:23,0.28091319444444446,117875.8378,116608.63501
2025-07-11 15:04:02,0.2813811728395062,117817.4794,116833.51491
2025-07-11 16:03:37,0.281840920781893,117027.8552,117017.62954
2025-07-11 17:03:34,0.28230349794238685,117413.0,117210.041315
2025-07-11 18:01:38,0.28275154320987655,117617.1058,117267.79327
2025-07-11 19:03:58,0.28323251028806584,117713.0769,117350.395475
2025-07-11 20:03:49,0.2836943158436214,118058.0221,117455.997925
2025-07-11 21:03:51,0.28415753600823046,117798.9431,117568.55937
2025-07-11 22:03:35,0.28461844135802467,117587.3291,117650.08856500001
2025-07-11 23:03:30,0.28508076131687243,117613.8186,117696.25509000002
2025-07-12 00:03:56,0.2855470679012346,117571.0251,117733.903865
2025-07-12 01:03:55,0.28600990226337447,117387.8939,117757.9568
2025-07-12 02:03:51,0.2864723508230453,117687.6944,117742.13402499999
2025-07-12 03:03:50,0.2869351851851852,117635.3595,117739.87109
2025-07-12 04:04:00,0.2873994341563786,117725.0573,117741.160435
2025-07-12 05:04:09,0.28786355452674894,117685.8792,117725.074205
2025-07-12 06:03:52,0.28832433127572016,117723.436,117686.124475
2025-07-12 07:03:58,0.2887880658436214,117947.1575,117679.67547499998
